case_id,fecha_cierre,materia,tipo_proceso,cuantia_inicial_usd,rol_cliente,instancia_en_t0,jurisdiccion,tipo_contraparte,medida_cautelar_solicitada,prueba_pericial_prevista,resultado_favorable
SYN-0193,2023-06-29 02:28:24.735376064,Civil,Ejecutivo,36307.9,Demandado,Primera,,Persona natural,0.0,1.0,0
SYN-0194,2023-07-05 16:06:41.114206144,Laboral,Haberes laborales,6393.58,Actor,Primera,,Persona jurídica,0.0,0.0,0
SYN-0195,2023-07-12 05:44:57.493036224,Civil,Sumario,17783.79,Demandado,Primera,Quito Norte,Persona natural,0.0,,0
SYN-0196,2023-07-18 19:23:13.871866304,Civil,Ejecutivo,14580.45,Actor,Primera,Quito Sur,Persona jurídica,1.0,1.0,1
SYN-0197,2023-07-25 09:01:30.250696384,Civil,Sumario,5336.02,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0198,2023-07-31 22:39:46.629526480,Laboral,Haberes laborales,3769.32,Demandado,Primera,Mejía,Persona natural,0.0,1.0,0
SYN-0199,2023-08-07 12:18:03.008356560,Civil,Ejecutivo,35734.65,Actor,Primera,Quito Sur,Entidad pública,0.0,0.0,1
SYN-0200,2023-08-14 01:56:19.387186640,Civil,Sumario,12672.31,Actor,Segunda,Quito Sur,Persona natural,0.0,,0
SYN-0201,2023-08-20 15:34:35.766016720,Laboral,Haberes laborales,6475.93,Actor,Primera,Mejía,Persona jurídica,0.0,0.0,0
SYN-0202,2023-08-27 05:12:52.144846816,Laboral,Visto bueno,16349.43,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,1
SYN-0203,2023-09-02 18:51:08.523676896,Civil,Ejecutivo,55611.53,Demandado,Primera,Quito Norte,Persona natural,1.0,1.0,1
SYN-0204,2023-09-09 08:29:24.902506976,Civil,Ordinario,1839.76,Demandado,Primera,Quito Norte,Persona jurídica,0.0,0.0,0
SYN-0205,2023-09-15 22:07:41.281337056,Civil,Ordinario,4029.87,Actor,Primera,Quito Norte,Persona jurídica,0.0,0.0,1
SYN-0206,2023-09-22 11:45:57.660167136,Civil,Monitorio,7152.67,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,0
SYN-0207,2023-09-29 01:24:14.038997232,Civil,Sumario,77598.7,Demandado,Segunda,Quito Sur,Persona jurídica,0.0,1.0,0
SYN-0208,2023-10-05 15:02:30.417827312,Laboral,Despido intempestivo,23878.03,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,1
SYN-0209,2023-10-12 04:40:46.796657392,Civil,Ejecutivo,38771.64,Demandado,Primera,Rumiñahui,Persona jurídica,0.0,1.0,1
SYN-0210,2023-10-18 18:19:03.175487472,Civil,Sumario,5755.82,Demandado,Primera,Quito Norte,Persona natural,0.0,1.0,0
SYN-0211,2023-10-25 07:57:19.554317568,Laboral,Visto bueno,5875.76,Actor,Primera,Quito Sur,Entidad pública,0.0,0.0,0
SYN-0212,2023-10-31 21:35:35.933147648,Civil,Sumario,28167.97,Demandado,Primera,Quito Norte,Persona jurídica,1.0,0.0,1
SYN-0213,2023-11-07 11:13:52.311977728,Civil,Ejecutivo,19080.1,Actor,Primera,Mejía,Persona natural,0.0,1.0,1
SYN-0214,2023-11-14 00:52:08.690807808,Laboral,Visto bueno,31159.23,Actor,Primera,Quito Norte,Persona natural,,0.0,1
SYN-0215,2023-11-20 14:30:25.069637888,Laboral,Visto bueno,14919.97,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,1
SYN-0216,2023-11-27 04:08:41.448467984,Laboral,Haberes laborales,23772.17,Actor,Segunda,Quito Norte,Persona jurídica,0.0,1.0,1
SYN-0217,2023-12-03 17:46:57.827298064,Civil,Ordinario,,Demandado,Primera,Quito Sur,Persona natural,0.0,0.0,0
SYN-0218,2023-12-10 07:25:14.206128144,Civil,Ordinario,39178.93,Demandado,Segunda,Quito Sur,,0.0,0.0,0
SYN-0219,2023-12-16 21:03:30.584958224,Laboral,Visto bueno,40341.47,Demandado,Primera,Rumiñahui,Persona natural,1.0,1.0,1
SYN-0220,2023-12-23 10:41:46.963788320,Civil,Sumario,,Demandado,Primera,Quito Norte,Entidad pública,0.0,0.0,0
SYN-0221,2023-12-30 00:20:03.342618400,Civil,Sumario,1902.38,Actor,Primera,Mejía,Persona natural,0.0,0.0,1
SYN-0222,2024-01-05 13:58:19.721448480,Civil,Ejecutivo,49014.55,Actor,Primera,Quito Sur,Persona jurídica,1.0,0.0,1
SYN-0223,2024-01-12 03:36:36.100278560,Laboral,Haberes laborales,59033.01,Demandado,Primera,Rumiñahui,Persona jurídica,1.0,,1
SYN-0224,2024-01-18 17:14:52.479108656,Laboral,Visto bueno,,Demandado,Primera,Rumiñahui,Entidad pública,0.0,1.0,1
SYN-0225,2024-01-25 06:53:08.857938736,Civil,Ordinario,2802.57,Actor,Primera,Mejía,Persona natural,0.0,0.0,1
SYN-0226,2024-01-31 20:31:25.236768816,Laboral,Despido intempestivo,19873.89,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,1
SYN-0227,2024-02-07 10:09:41.615598896,Civil,Monitorio,45659.42,Actor,Primera,Quito Norte,Entidad pública,1.0,0.0,1
SYN-0228,2024-02-13 23:47:57.994428976,Civil,Ordinario,108632.03,Actor,Primera,Quito Norte,,0.0,0.0,1
SYN-0229,2024-02-20 13:26:14.373259072,Laboral,Haberes laborales,30164.61,Demandado,Primera,,Persona natural,1.0,0.0,1
SYN-0230,2024-02-27 03:04:30.752089152,Civil,Ejecutivo,12411.89,Actor,Primera,Quito Sur,Persona natural,0.0,1.0,1
SYN-0231,2024-03-04 16:42:47.130919232,Civil,Ordinario,7368.7,Demandado,Segunda,Mejía,Persona natural,1.0,0.0,0
SYN-0232,2024-03-11 06:21:03.509749312,Civil,Ejecutivo,18207.31,Demandado,Primera,Mejía,Persona natural,0.0,1.0,1
SYN-0233,2024-03-17 19:59:19.888579408,Laboral,Visto bueno,13344.54,Demandado,Primera,Quito Sur,,0.0,0.0,0
SYN-0234,2024-03-24 09:37:36.267409488,Civil,Ejecutivo,6522.8,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0235,2024-03-30 23:15:52.646239568,Laboral,Haberes laborales,139648.34,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,1
SYN-0236,2024-04-06 12:54:09.025069648,Laboral,Visto bueno,,Demandado,Primera,Mejía,,0.0,0.0,1
SYN-0237,2024-04-13 02:32:25.403899728,Civil,Ejecutivo,56059.88,Demandado,Primera,Quito Norte,Persona natural,0.0,1.0,0
SYN-0238,2024-04-19 16:10:41.782729824,Laboral,Visto bueno,7167.25,Actor,Primera,Quito Sur,Persona natural,0.0,1.0,0
SYN-0239,2024-04-26 05:48:58.161559904,Civil,Monitorio,42325.56,Demandado,Primera,Rumiñahui,Persona jurídica,0.0,1.0,1
SYN-0240,2024-05-02 19:27:14.540389984,Civil,Ejecutivo,34123.91,Actor,Primera,Quito Norte,Persona natural,1.0,0.0,1
SYN-0241,2024-05-09 09:05:30.919220064,Laboral,Despido intempestivo,28019.97,Demandado,Primera,Quito Sur,,1.0,,1
SYN-0242,2024-05-15 22:43:47.298050160,Laboral,Visto bueno,62805.15,Actor,Primera,Mejía,Persona natural,,0.0,1
SYN-0243,2024-05-22 12:22:03.676880240,Civil,Monitorio,33979.01,Actor,Primera,Mejía,Entidad pública,0.0,1.0,0
SYN-0244,2024-05-29 02:00:20.055710320,Civil,Ordinario,37727.38,Actor,Segunda,Mejía,Persona jurídica,0.0,0.0,0
SYN-0245,2024-06-04 15:38:36.434540400,Laboral,Haberes laborales,34031.21,Actor,Primera,Rumiñahui,,1.0,0.0,1
SYN-0246,2024-06-11 05:16:52.813370496,Laboral,Visto bueno,25309.08,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,1
SYN-0247,2024-06-17 18:55:09.192200576,Laboral,Visto bueno,3024.54,Actor,Segunda,Quito Norte,Persona natural,0.0,0.0,0
SYN-0248,2024-06-24 08:33:25.571030656,Civil,Ejecutivo,19569.9,Actor,Primera,Quito Sur,Persona natural,1.0,0.0,1
SYN-0249,2024-06-30 22:11:41.949860736,Civil,Monitorio,10320.99,Demandado,Primera,Quito Sur,Persona jurídica,1.0,1.0,1
SYN-0250,2024-07-07 11:49:58.328690816,Civil,Ordinario,5005.47,Actor,Primera,Quito Sur,Persona natural,0.0,1.0,0
SYN-0251,2024-07-14 01:28:14.707520912,Laboral,Despido intempestivo,96755.62,Demandado,Primera,Quito Sur,Persona natural,0.0,1.0,1
SYN-0252,2024-07-20 15:06:31.086350992,Laboral,Visto bueno,101429.82,Demandado,Segunda,Quito Sur,Persona natural,0.0,0.0,0
SYN-0253,2024-07-27 04:44:47.465181072,Civil,Ejecutivo,70076.84,Actor,Primera,Rumiñahui,Persona natural,1.0,0.0,1
SYN-0254,2024-08-02 18:23:03.844011152,Civil,Ejecutivo,23233.27,Actor,Primera,,Persona natural,0.0,0.0,0
SYN-0255,2024-08-09 08:01:20.222841248,Civil,Ordinario,69477.08,Demandado,Primera,Quito Norte,Persona natural,0.0,0.0,0
SYN-0256,2024-08-15 21:39:36.601671328,Laboral,Despido intempestivo,18218.27,Demandado,Primera,Quito Norte,Persona natural,0.0,0.0,0
SYN-0257,2024-08-22 11:17:52.980501408,Laboral,Despido intempestivo,22046.83,Actor,Primera,Quito Norte,Persona jurídica,0.0,0.0,0
SYN-0258,2024-08-29 00:56:09.359331488,Civil,Sumario,6030.92,Demandado,Primera,Rumiñahui,Persona natural,0.0,0.0,0
SYN-0259,2024-09-04 14:34:25.738161568,Civil,Ejecutivo,26772.17,Actor,Primera,Quito Sur,Persona natural,0.0,0.0,0
SYN-0260,2024-09-11 04:12:42.116991648,Civil,Sumario,19120.44,Actor,Primera,Quito Norte,Persona jurídica,1.0,0.0,1
SYN-0261,2024-09-17 17:50:58.495821728,Civil,Sumario,4892.58,Demandado,Primera,Rumiñahui,Persona jurídica,1.0,1.0,1
SYN-0262,2024-09-24 07:29:14.874651840,Laboral,Haberes laborales,17101.64,Actor,Primera,Quito Sur,Persona natural,0.0,0.0,1
SYN-0263,2024-09-30 21:07:31.253481920,Civil,Sumario,16620.59,Demandado,Primera,Quito Norte,Persona jurídica,1.0,1.0,0
SYN-0264,2024-10-07 10:45:47.632312000,Civil,Sumario,108628.4,Actor,Primera,Quito Norte,,0.0,0.0,1
SYN-0265,2024-10-14 00:24:04.011142080,Laboral,Visto bueno,44017.4,Demandado,Primera,Quito Norte,Persona jurídica,0.0,1.0,1
SYN-0266,2024-10-20 14:02:20.389972160,Civil,Sumario,18207.2,Actor,Primera,Quito Sur,Entidad pública,0.0,1.0,0
SYN-0267,2024-10-27 03:40:36.768802240,Civil,Sumario,23084.45,Actor,Primera,Quito Norte,Persona jurídica,1.0,1.0,1
SYN-0268,2024-11-02 17:18:53.147632320,Civil,Ejecutivo,18813.68,Actor,Primera,Quito Norte,Persona natural,1.0,1.0,1
SYN-0269,2024-11-09 06:57:09.526462400,Civil,Ordinario,14694.27,Actor,Primera,Quito Norte,Persona natural,1.0,1.0,1
SYN-0270,2024-11-15 20:35:25.905292480,Civil,Monitorio,6097.9,Demandado,Primera,Quito Sur,Persona jurídica,1.0,0.0,0
SYN-0271,2024-11-22 10:13:42.284122592,Civil,Ejecutivo,15476.46,Actor,Primera,Quito Norte,Entidad pública,1.0,0.0,1
SYN-0272,2024-11-28 23:51:58.662952672,Civil,Sumario,8535.84,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,0
SYN-0273,2024-12-05 13:30:15.041782752,Civil,Ordinario,5155.46,Actor,Primera,Quito Norte,Persona natural,1.0,0.0,1
SYN-0274,2024-12-12 03:08:31.420612832,Civil,Ejecutivo,30011.89,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0275,2024-12-18 16:46:47.799442912,Laboral,Visto bueno,26619.3,Demandado,Primera,Quito Sur,Persona natural,0.0,0.0,1
SYN-0276,2024-12-25 06:25:04.178272992,Civil,Sumario,3015.19,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0277,2024-12-31 20:03:20.557103072,Civil,Sumario,15921.77,Demandado,Primera,Quito Norte,,0.0,0.0,0
SYN-0278,2025-01-07 09:41:36.935933152,Civil,Ejecutivo,48719.2,Actor,Primera,Rumiñahui,Persona jurídica,0.0,0.0,0
SYN-0279,2025-01-13 23:19:53.314763232,Laboral,Haberes laborales,51914.36,Demandado,Primera,Rumiñahui,Persona jurídica,0.0,0.0,0
SYN-0280,2025-01-20 12:58:09.693593344,Laboral,Visto bueno,,Actor,Primera,Quito Norte,Persona jurídica,0.0,1.0,1
SYN-0281,2025-01-27 02:36:26.072423424,Civil,Monitorio,18714.24,Actor,Primera,Quito Norte,Persona jurídica,0.0,1.0,0
SYN-0282,2025-02-02 16:14:42.451253504,Civil,Sumario,7731.68,Demandado,Primera,Mejía,Persona jurídica,1.0,0.0,0
SYN-0283,2025-02-09 05:52:58.830083584,Civil,Sumario,6090.15,Demandado,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0284,2025-02-15 19:31:15.208913664,Civil,Monitorio,25405.78,Demandado,Primera,Quito Norte,Persona jurídica,0.0,0.0,0
SYN-0285,2025-02-22 09:09:31.587743744,Civil,Ordinario,26302.18,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,1
SYN-0286,2025-02-28 22:47:47.966573824,Civil,Monitorio,65215.87,Actor,Segunda,Quito Sur,Persona jurídica,0.0,1.0,1
SYN-0287,2025-03-07 12:26:04.345403904,Civil,Monitorio,,Demandado,Primera,Rumiñahui,Persona natural,0.0,0.0,1
SYN-0288,2025-03-14 02:04:20.724234016,Civil,Sumario,15770.53,Actor,Primera,,Persona jurídica,,1.0,1
SYN-0289,2025-03-20 15:42:37.103064096,Civil,Sumario,5187.05,Demandado,Primera,Mejía,Persona jurídica,0.0,0.0,1
SYN-0290,2025-03-27 05:20:53.481894176,Civil,Sumario,13082.37,Actor,Segunda,Quito Sur,Persona natural,0.0,1.0,0
SYN-0291,2025-04-02 18:59:09.860724256,Laboral,Despido intempestivo,22367.36,Actor,Primera,Quito Norte,Persona natural,1.0,0.0,1
SYN-0292,2025-04-09 08:37:26.239554336,Civil,Monitorio,14706.48,Demandado,Segunda,Quito Sur,Persona natural,0.0,0.0,0
SYN-0293,2025-04-15 22:15:42.618384416,Laboral,Despido intempestivo,10099.42,Demandado,Segunda,Quito Norte,Persona jurídica,1.0,1.0,0
SYN-0294,2025-04-22 11:53:58.997214496,Civil,Ejecutivo,23179.23,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,0
SYN-0295,2025-04-29 01:32:15.376044576,Laboral,Visto bueno,10874.43,Actor,Primera,Quito Norte,Persona natural,1.0,1.0,1
SYN-0296,2025-05-05 15:10:31.754874656,Laboral,Haberes laborales,9605.21,Actor,Primera,Quito Norte,Persona jurídica,0.0,0.0,1
SYN-0297,2025-05-12 04:48:48.133704768,Laboral,Visto bueno,24577.33,Actor,Primera,Rumiñahui,Persona jurídica,1.0,0.0,1
SYN-0298,2025-05-18 18:27:04.512534848,Laboral,Visto bueno,12041.74,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,0
SYN-0299,2025-05-25 08:05:20.891364928,Laboral,Despido intempestivo,22976.6,Actor,Primera,Quito Sur,Persona natural,1.0,1.0,1
SYN-0300,2025-05-31 21:43:37.270195008,Laboral,Despido intempestivo,23655.03,Demandado,Primera,Quito Sur,Entidad pública,1.0,0.0,1
SYN-0301,2025-06-07 11:21:53.649025088,Laboral,Despido intempestivo,5760.03,Demandado,Primera,Quito Sur,Persona jurídica,0.0,1.0,0
SYN-0302,2025-06-14 01:00:10.027855168,Civil,Ordinario,11124.29,Actor,Primera,Rumiñahui,Persona jurídica,1.0,1.0,1
SYN-0303,2025-06-20 14:38:26.406685248,Civil,Monitorio,75803.82,Actor,Primera,Rumiñahui,Persona natural,1.0,1.0,1
SYN-0304,2025-06-27 04:16:42.785515328,Civil,Monitorio,5631.03,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,1
SYN-0305,2025-07-03 17:54:59.164345408,Laboral,Haberes laborales,2167.81,Actor,Primera,Quito Norte,,1.0,1.0,1
SYN-0306,2025-07-10 07:33:15.543175520,Civil,Ordinario,2796.94,Actor,Primera,Quito Sur,Persona jurídica,0.0,1.0,1
SYN-0307,2025-07-16 21:11:31.922005600,Civil,Ordinario,18531.68,Actor,Primera,Quito Sur,Persona natural,0.0,0.0,0
SYN-0308,2025-07-23 10:49:48.300835680,Laboral,Despido intempestivo,18565.2,Demandado,Segunda,Quito Norte,Persona natural,0.0,0.0,0
SYN-0309,2025-07-30 00:28:04.679665760,Civil,Sumario,16002.76,Actor,Segunda,Quito Norte,Persona jurídica,0.0,0.0,0
SYN-0310,2025-08-05 14:06:21.058495840,Civil,Ejecutivo,60616.16,Actor,Segunda,Quito Norte,Entidad pública,1.0,0.0,1
SYN-0311,2025-08-12 03:44:37.437325920,Civil,Ejecutivo,1243.01,Actor,Primera,Quito Sur,Persona jurídica,0.0,1.0,0
SYN-0312,2025-08-18 17:22:53.816156000,Civil,Ordinario,26743.88,Demandado,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0313,2025-08-25 07:01:10.194986080,Civil,Sumario,85782.07,Demandado,Primera,Quito Norte,Persona jurídica,0.0,0.0,0
SYN-0314,2025-08-31 20:39:26.573816160,Civil,Ejecutivo,5827.52,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,0
SYN-0315,2025-09-07 10:17:42.952646272,Civil,Ordinario,12311.89,Demandado,Segunda,Mejía,Persona natural,1.0,0.0,0
SYN-0316,2025-09-13 23:55:59.331476352,Civil,Sumario,8478.04,Actor,Primera,Quito Norte,Persona jurídica,1.0,0.0,0
SYN-0317,2025-09-20 13:34:15.710306432,Civil,Monitorio,7359.75,Actor,Primera,Mejía,Persona natural,0.0,1.0,1
SYN-0318,2025-09-27 03:12:32.089136512,Laboral,Despido intempestivo,12989.09,Demandado,Primera,Quito Norte,Persona jurídica,0.0,0.0,0
SYN-0319,2025-10-03 16:50:48.467966592,Civil,Ejecutivo,75027.67,Actor,Primera,Mejía,Persona jurídica,0.0,0.0,1
SYN-0320,2025-10-10 06:29:04.846796672,Laboral,Haberes laborales,113041.89,Actor,Primera,Mejía,Entidad pública,0.0,1.0,1
SYN-0321,2025-10-16 20:07:21.225626752,Laboral,Haberes laborales,12864.0,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,0
SYN-0322,2025-10-23 09:45:37.604456832,Civil,Monitorio,120956.62,Actor,Segunda,Rumiñahui,Persona natural,0.0,0.0,1
SYN-0323,2025-10-29 23:23:53.983286912,Civil,Ejecutivo,18651.9,Demandado,Primera,Mejía,Persona natural,0.0,0.0,1
SYN-0324,2025-11-05 13:02:10.362117024,Civil,Ejecutivo,103965.88,Actor,Primera,Mejía,Persona natural,0.0,1.0,1
SYN-0325,2025-11-12 02:40:26.740947104,Laboral,Haberes laborales,16396.59,Actor,Primera,Mejía,Persona natural,0.0,1.0,1
SYN-0326,2025-11-18 16:18:43.119777184,Laboral,Despido intempestivo,20520.61,Actor,Primera,Quito Sur,Persona natural,0.0,0.0,1
SYN-0327,2025-11-25 05:56:59.498607264,Laboral,Despido intempestivo,25941.56,Actor,Primera,Quito Norte,Persona jurídica,1.0,0.0,1
SYN-0328,2025-12-01 19:35:15.877437344,Civil,Sumario,432345.67,Actor,Primera,Rumiñahui,Persona jurídica,1.0,0.0,1
SYN-0329,2025-12-08 09:13:32.256267424,Laboral,Haberes laborales,42167.82,Actor,Primera,Quito Sur,Entidad pública,0.0,0.0,1
SYN-0330,2025-12-14 22:51:48.635097504,Civil,Ordinario,8873.84,Demandado,Segunda,Quito Sur,Persona natural,1.0,0.0,0
SYN-0331,2025-12-21 12:30:05.013927584,Laboral,Visto bueno,47435.44,Actor,Primera,Quito Sur,Persona natural,1.0,1.0,1
SYN-0332,2025-12-28 02:08:21.392757664,Civil,Ejecutivo,12535.18,Actor,Primera,Quito Sur,Persona natural,0.0,1.0,1
SYN-0333,2026-01-03 15:46:37.771587776,Laboral,Visto bueno,11030.03,Actor,Primera,Quito Norte,Persona natural,0.0,,0
SYN-0334,2026-01-10 05:24:54.150417856,Laboral,Haberes laborales,44655.31,Actor,Primera,Rumiñahui,Persona natural,0.0,1.0,1
SYN-0335,2026-01-16 19:03:10.529247936,Civil,Ordinario,,Actor,Primera,Quito Norte,Entidad pública,1.0,1.0,1
SYN-0336,2026-01-23 08:41:26.908078016,Laboral,Haberes laborales,23782.44,Actor,Segunda,,Persona natural,0.0,0.0,0
SYN-0337,2026-01-29 22:19:43.286908096,Civil,Ejecutivo,18253.5,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,0
SYN-0338,2026-02-05 11:57:59.665738176,Laboral,Haberes laborales,,Demandado,Primera,Quito Sur,Persona jurídica,0.0,1.0,1
SYN-0339,2026-02-12 01:36:16.044568256,Civil,Ejecutivo,27531.69,Demandado,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0340,2026-02-18 15:14:32.423398336,Laboral,Despido intempestivo,2594.53,Actor,Primera,Quito Norte,Persona jurídica,1.0,1.0,1
SYN-0341,2026-02-25 04:52:48.802228448,Civil,Monitorio,,Actor,Primera,Mejía,,0.0,0.0,0
SYN-0342,2026-03-03 18:31:05.181058528,Laboral,Haberes laborales,6741.97,Actor,Primera,Rumiñahui,Persona jurídica,1.0,0.0,0
SYN-0343,2026-03-10 08:09:21.559888608,Laboral,Despido intempestivo,4254.91,Actor,Primera,Quito Norte,Persona natural,1.0,1.0,1
SYN-0344,2026-03-16 21:47:37.938718688,Civil,Sumario,16978.72,Actor,Primera,Quito Norte,Persona natural,1.0,0.0,0
SYN-0345,2026-03-23 11:25:54.317548768,Laboral,Haberes laborales,19576.95,Demandado,Primera,Quito Norte,Persona jurídica,0.0,0.0,1
SYN-0346,2026-03-30 01:04:10.696378848,Laboral,Visto bueno,8996.77,Demandado,Primera,Quito Sur,,1.0,0.0,0
SYN-0347,2026-04-05 14:42:27.075208928,Laboral,Haberes laborales,41322.35,Demandado,Primera,Mejía,Persona natural,0.0,0.0,0
SYN-0348,2026-04-12 04:20:43.454039008,Civil,Sumario,4702.98,Actor,Segunda,Rumiñahui,Persona jurídica,0.0,0.0,1
SYN-0349,2026-04-18 17:58:59.832869088,Civil,Ejecutivo,11982.27,Demandado,Primera,Quito Norte,Persona natural,1.0,0.0,1
SYN-0350,2026-04-25 07:37:16.211699200,Civil,Ordinario,10029.17,Actor,Primera,Rumiñahui,Persona natural,0.0,0.0,1
SYN-0351,2026-05-01 21:15:32.590529280,Laboral,Haberes laborales,17180.66,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,1
SYN-0352,2026-05-08 10:53:48.969359360,Civil,Ordinario,23789.3,Actor,Primera,Rumiñahui,Persona jurídica,0.0,0.0,0
SYN-0353,2026-05-15 00:32:05.348189440,Civil,Monitorio,6569.77,Demandado,Primera,Quito Norte,Persona natural,1.0,1.0,0
SYN-0354,2026-05-21 14:10:21.727019520,Civil,Sumario,37138.51,Actor,Primera,Quito Sur,Persona jurídica,0.0,0.0,1
SYN-0355,2026-05-28 03:48:38.105849600,Civil,Ejecutivo,19170.53,Demandado,Primera,Mejía,Persona natural,0.0,0.0,0
SYN-0356,2026-06-03 17:26:54.484679680,Civil,Ordinario,2714.01,Actor,Primera,Quito Norte,Persona jurídica,1.0,0.0,0
SYN-0357,2026-06-10 07:05:10.863509760,Laboral,Haberes laborales,2539.03,Demandado,Primera,Quito Sur,Persona jurídica,0.0,0.0,0
SYN-0358,2026-06-16 20:43:27.242339840,Laboral,Despido intempestivo,17779.61,Actor,Primera,Mejía,Persona natural,0.0,1.0,1
SYN-0359,2026-06-23 10:21:43.621169952,Civil,Ejecutivo,14431.37,Actor,Primera,Quito Norte,Persona natural,0.0,0.0,1
SYN-0360,2026-06-30 00:00:00.000000000,Civil,Monitorio,16231.47,Demandado,Primera,Quito Norte,Persona natural,1.0,0.0,1
